id,name,affiliation
A5083112369,Asifullah Khan,"Pattern Recognition Lab, Department of Computer & Information Sciences, Pakistan Institute of Engineering & Applied Sciences, Nilore, Islamabad, 45650, Pakistan"
A5070213345,Asim Latif,"Department of Applied Mathematics and Statistics, Institute of Space Technology, Islamabad, Pakistan"
A5020327006,Asim Ullah Jan,"Department of Computing, Abasyn University, Peshawar, Khyber Pakhtoonkhwa, Pakistan"
A5085542421,Aske Plaat,"Computer Science, Leiden University, Leiden, The Netherlands"
A5085542421,Aske Plaat,"Leiden Institute of Advanced Computer Science, Leiden University, Leiden, The Netherlands"
A5075519523,Asma Khatoon,"Department of Computer Science, International Islamic University, Islamabad, Pakistan"
A5045156336,Asmaa El-Sayed Hassan,"Mathematics and Engineering Physics Department, Faculty of Engineering, Mansoura University, Mansoura, Egypt"
A5076418171,Asnida Abdul Wahab,"Medical Devices and Technology Centre (MEDITEC), Faculty of Engineering, Universiti Teknologi Malaysia, 81310, Skudai, Johor, Malaysia"
A5048665354,Asoke Kumar Bhunia,"Department of Mathematics, The University of Burdwan, Burdwan, India"
A5027364983,Aswathy Madhu,"Department of Electronics, College of Engineering, APJ Abdul Kalam Technological University, Trivandrum, India"
A5074022699,Athanasios V. Vasilakos,"Department of Computer Science, University of Agder, Grimstad, Norway"
A5093011841,Atheer Y. Oudah,"Department of Computer Sciences, College of Education for Pure Science, University of Thi-Qar, Nasiriyah, 64001, Iraq"
A5049559317,Attia Qammar,"School of Computer and Communication Engineering, University of Science and Technology Beijing, Beijing, China"
A5101653992,Atul Kumar,"Data Security Council of India, New Delhi, 110025, India"
A5029168469,Audrius Kabašinskas,"Department of Mathematical Modelling, Faculty of Mathematics and Natural Sciences, Kaunas University of Technology, Kaunas, Lithuania"
A5066780028,Avijit Duary,"Department of Applied Mathematics, Maulana Abul Kalam Azad University of Technology, WB, Nadia, India"
A5109451399,Avishek Mukherjee,"Advanced Technology Development Centre, Indian Institute of Technology Kharagpur, Kharagpur, 721 302, India"
A5005432885,Awais Khan,"Department of Computer Science and Engineering, Oakland University, Rochester, 48309, MI, USA"
A5083175579,Ayon Mustafi,"Department of Electronics and Telecommunication Engineering, Jadavpur University, Kolkata, India"
A5005609029,Ayush Garg,"School of Computing, DIT University, Dehradun, Uttarakhand, India"
A5078027106,Ayush K. Varshney,"Department of Computer Science, South Asian University, New Delhi, 110021, India"
A5069551284,Ayush Raj Srivastava,"Department of Computer Science and Engineering, National Institute of Technology, Uttarakhand, Srinagar-Garhwal, Uttarakhand, 246174, India"
A5103220621,Azadeh Noori Hoshyar,
A5085581530,Azah Anir Norman,"Department of Information Systems, Faculty of Computer Science and Information Technology, University of Malaya, 50603, Kuala Lumpur, Malaysia"
A5086100690,Azlan Mohd Zain,"UTM Big Data Centre, Universiti Teknologi Malaysia, 80310, Skudai, Johor, Malaysia"
A5073830000,Azzahraa A. Badr,"Computers and Control Systems Engineering Department, Faculty of Engineering, Mansoura University, Mansoura, Egypt"
A5040301937,Azzeddine Mazroui,
A5101699433,B. B. Zaidan,"Future Technology Research Center, National Yunlin University of Science and Technology, 123 University Road, Section 3, 64002, Douliou, Yunlin, Taiwan"
A5074759105,B. Flower,"School of Electrical and Information Engineering, University of Sydney, Sydney, Australia"
A5101166347,B. Venkata Ramana Reddy,"Department of CSE, Joginpally BR Engineering College, Hyderabad, Telangana, India"
A5012992088,Bahar Boroomand,"Department of Electrical and Computer Engineering, Isfahan University of Technology, Isfahan, Iran"
A5025747161,Baigang Mi,"School of Aeronautics, Northwestern Polytechnical University, Xi'an, 710072, Shaanxi, People's Republic of China"
A5015699943,Bailin Yang,"School of Computer Science and Technology, Zhejiang Gongshang University, Hangzhou, 310018, China"
A5001212991,Baiying Lei,"School of Biomedical Engineering, Shenzhen University, Shenzhen, China"
A5073982282,Balasubbareddy Mallala,"Chaitanya Bharathi Institute of Technology, Hyderabad, India"
A5089488145,Bansi D. Raja,"Department of Mechanical Engineering, Indus University, Ahmedabad, Gujarat, India"
A5101300579,Bao Kun,"State Key Laboratory of Dampness Syndrome of Chinese Medicine/Department of Nephrology, The Second Affiliated Hospital of Guangzhou University of Chinese Medicine, Guangzhou, 510120, Guangdong, China"
A5084818732,Baojiang Cui,"School of Cyberspace Security, Beijing University of Posts and Telecommunications, Beijing, 100876, China"
A5085555898,Baoli Wang,"School of Mathematics and Information Technology, Yuncheng University, Yuncheng, 044000, Shanxi, China"
A5101620547,Baoxin Li,"School of Computing, Informatics, Decision System Engineering, Arizona State University, Tempe, USA"
A5055436168,Bara’a A. Attea,"Department of Computer Science, University of Baghdad, Baghdad, Iraq"
A5000315816,Bart Lamiroy,"CRESTIC - Centre de Recherche en Sciences et Technologies de l'Information et de la Communication - EA 3804 (UFR Sciences Exactes et Naturelles, Moulin de la Housse, BP 1039, 51687 Reims CEDEX 2, FRANCE - France)"
A5069995055,Bartosz Sawicki,"Warsaw University of Technology, Warsaw, Poland"
A5102923621,Basavaraj N Jagadale,"Department of PG Studies and Research in Electronics, Kuvempu University, Jnanasahyadri, Shankaragatta, Shimoga, Karnataka, 577451, India"
A5082639293,Bashaer Alsaadi,"Information Technology Department, College of Computing and Informatics, Saudi Electronic University, Jeddah, Saudi Arabia"
A5087823737,Batool Lakzaei,"Department of Computer Engineering, Amirkabir University of Technology (Tehran Polytechnic), Tehran, Iran"
A5053403067,Bay Vo,"Faculty of Information Technology, HUTECH University, Ho Chi Minh City, Vietnam"
A5014306565,Bayu Adhi Tama,"Department of Information Systems, University of Maryland, Baltimore, MD, 21250, USA"
A5022510652,Behnam Mohammad Hasani Zade,"Department of Computer Science, Shahid Bahonar University of Kerman, Box No. 76135-133, Kerman, Iran"
A5019175342,Behrouz Gordan,"Department of Geotechnics and Transportation, Faculty of Civil Engineering, Universiti Teknologi Malaysia, 81310 UTM, Skudai, Johor, Malaysia"
A5066352610,Bei Gong,"Beijing University of Technology, No 100. Hepingyuan, Beijing, 100021, China"
A5100335555,Beibei Wang,"Department of Fundamental Research, Institute of Artificial Intelligence, Hefei Comprehensive National Science Center, West Wangjiang Road, Hefei, 230088, Anhui, China"
A5031125465,Belal Abdullah Hezam Murshed,"Department of Studies in Computer Science, Mysore University, Mysore, 570006, Karnataka, India"
A5054405269,Ben-Wen Zhang,"Department of Computer Science, Sichuan University for Nationalities, Culture Road, Kangding, 626103, Garzê Tibetan Autonomous Prefecture, China"
A5016108763,Benchao Yan,"Key Laboratory of Eco-Textiles, Ministry of Education, Jiangnan University, Wuxi, 214122, Jiangsu, China"
A5036843846,Benjamim Fonseca,"INESC TEC and University of Trás-os-Montes e Alto Douro, UTAD, Quinta de Prados, Apartado 1013, Vila Real, Portugal"
A5078824132,Benjamin I. P. Rubinstein,"School of Computer and Information Systems, University of Melbourne, Melbourne, Australia"
A5009309241,Benjamín Bustos,"IMFD, Department of Computer Science, University of Chile, Beauchef 851, Santiago, Chile"
A5029801451,Berkay Gulcan,"Bilkent Information Retrieval Group, Computer Engineering Department, Bilkent University, Ankara, Turkey"
A5012437460,Bernard De Baets,"KERMIT, Department of Data Analysis and Mathematical Modelling, Ghent University, Ghent, Belgium"
A5027935882,Bernard Kamsu-Foguem,"Toulouse Université, Toulouse INP, Ecole Nationale d’Ingénieurs de Tarbes, 47 Avenue Azereix, BP 1629, 65016, Tarbes Cedex, France"
A5069072700,Bernd Bischl,"Department of Statistics, LMU Munich, Munich, Germany"
A5042194412,Bernd Carsten Stahl,"Centre for Computing and Social Responsibility, De Montfort University, Leicester, UK"
A5042194412,Bernd Carsten Stahl,"School of Computer Science, University of Nottingham, Nottingham, UK"
A5049759330,Bezhan Ghvaberidze,"Department of Computer Sciences, Faculty of Exact and Natural Sciences, Iv. Javakhishvili Tbilisi State University, Tbilisi, Georgia"
A5072342228,Bharti Nagpal,"NSUT East Campus (Formerly Ambedkar Institute of Advanced Communication Technologies and Research), Delhi, India"
A5032885393,Bhoopesh Singh Bhati,"Indian Institute of Information Technology, Sonepat, Haryana, India"
A5083151864,Bhuwaneswaran Vijayam,"School of Biomedical Engineering and Health Sciences, Faculty of Engineering, Universiti Teknologi Malaysia, 81310, Skudai, Johor, Malaysia"
A5012004938,Biao Luo,"School of Automation, Central South University, Lushan South Road, Changsha, 410083, Hunan, China"
A5027080458,Bidzina Matsaberidze,"Department of Computer Sciences, Faculty of Exact and Natural Sciences, Iv. Javakhishvili Tbilisi State University, Tbilisi, Georgia"
A5084554925,Bidzina Midodashvili,"Department of Computer Sciences, Faculty of Exact and Natural Sciences, Iv. Javakhishvili Tbilisi State University, Tbilisi, Georgia"
A5012148158,Bijan Davvaz,"Department of Mathematical Sciences, Yazd University, Yazd, Iran"
A5012148158,Bijan Davvaz,"Department of Mathematics, Yazd University, Yazd, Iran"
A5084169112,Bijay Halder,"Department of Earth Sciences and Environment, Faculty of Sciences and Technology, Universiti Kebangsaan Malaysia, 43600, Bangi, Selangor, Malaysia"
A5001125873,Bilal Hassan,"Khalifa University Center for Autonomous Robotic Systems (KUCARS), Khalifa University, Abu Dhabi, UAE"
A5066935717,Bimlesh Kumar,"Department of Civil Engineering, Indian Institute of Technology Guwahati, Guwahati, India"
A5078291766,Bin Yang,"College of Science, Northwest A & F University, Yangling, 712100, People’s Republic of China"
A5086068094,Bin Yu,"Business School, Sichuan University, Chengdu, People’s Republic of China"
A5017613139,Bing Huang,"School of Computer Science, Nanjing Audit University, Nanjing, 211815, People’s Republic of China"
A5017613139,Bing Huang,"School of Computer Science, Nanjing Audit University, Nanjing, 211815, China"
A5076583315,Bing Ji,"School of Control Science and Engineering, Shandong University, Jinan, 250061, China"
A5100339921,Bing Liu,"School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, 221116, China"
A5051841656,Bing Ma,"Department of Control Science and Engineering, Changchun University of Technology, Yan'an Street, Changchun, 130012, Jilin, China"
A5064572247,Bing Wei,"Xuan Wu Hospital of Capital Medical University, Beijing, China"
A5064572247,Bing Wei,"Department of Pulmonary and Critical Care Medicine, Xuanwu Hospital of Capital Medical University, Beijing, China"
A5051829991,Bing Yan,"School of Management, Hefei University of Technology, Hefei, 230009, China"
A5037780781,Bingzhen Sun,"School of Economics and Management, Xidian University, Xi’an, Shaanxi, China"
A5037780781,Bingzhen Sun,"School of Economics and Management, Xidian University, Xi'an, Shaanxi, 710071, China"
A5037780781,Bingzhen Sun,"School of Economics and Management, Xidian University, Xi’an, 710071, Shaanxi, China"
A5110662776,Bingzhen Sun,"School of Economics and Management, Xidian University, Xi'an, 710071, China"
A5013523706,Binhe Chen,"School of Intelligent Manufacturing and Electroniclectronic Engineeringngineering, Wenzhou University of Technology, Wenzhou, 325035, China"
A5013523706,Binhe Chen,"School of Intelligent Manufacturing and Electronic Engineering, Wenzhou University of Technology, Wenzhou, 325035, China"
A5011331148,Binoy Krishna Giri,"Department of Applied Mathematics with Oceanology and Computer Programming, Vidyasagar University, Midnapore, West Bengal, 721101, India"
A5089593510,Bjørnar Vassøy,"Department of Computer Science, Norwegian University of Science and Technology, Høgskoleringen 1, 7034, Trondheim, Trøndelag, Norway"
A5010484809,Blerta Lindqvist,"Department of Computer Science, Aalto University, Espoo, Finland"
A5044876953,Blessing Olamide Taiwo,"Department of Mining Engineering, Federal University of Technology, Akure, Nigeria"
A5074758085,Bo Dong,"Department of Control Science and Engineering, Changchun University of Technology, Yan'an Street, Changchun, 130012, Jilin, China"
A5068760574,Bo Du,"Department of Applied Mathematics, Xi’an University of Technology, Xi’an, People’s Republic of China"
A5100748115,Bo Hu,"Department of Radiology, Functional and Molecular Imaging Key Lab of Shaanxi Province, Tangdu Hospital, Fourth Military Medical University, No.569, Xinsi Road, Xi'an, 710038, Shaanxi, People's Republic of China"
A5041668369,Bo Li,"School of Applied Mathematics, Nanjing University of Finance and Economics, Nanjing, 210023, China"
A5046508099,Bo Li,"Wenzhou Key Laboratory of Intelligent Lifeline Protection and Emergency Technology for Resilient City, Wenzhou University of Technology, Wenzhou, 325035, China"
A5100461646,Bo Liu,"Centre for Cyber Security and Privacy, School of Computer Science, University of Technology Sydney, Sydney, NSW, Australia"
A5056603533,Bo Shen,"College of Information Science and Technology, Donghua University, Shanghai, China"
A5111181163,Bo Su,"School of Physics and Mechanical and Electrical Engineering, Longyan University, Longyan, 364012, People's Republic of China"
A5067325797,Bo Yang,"National Key Laboratory of Fundamental Science on Synthetic Vision, Sichuan University, Chengdu, 610065, China"
A5004794956,Bo Zhao,"School of Systems Science, Beijing Normal University, Beijing, 100875, China"
A5074387543,Bo Zhao,"School of Systems Science, Beijing Normal University, Beijing, Beijing, 100875, China"
A5048088901,Bob Zhang,"Beijing Key Laboratory of Big Data Technology for Food Safety, Beijing Technology and Business University, Beijing, China"
A5087795875,Boban Vesin,"School of Business, University of South-Eastern Norway, Raveien 215, 3184, Borre, Vestfold, Norway"
A5060427576,Boi Faltings,"École Polytechnique Fédérale de Lausanne (EPFL), Artificial Intelligence Laboratory, Lausanne, Switzerland"
A5004124946,Bojan Vasović,"Department of Business Studies Blace, Toplica Academy of Applied Studies, Prokuplje, Serbia"
A5037623995,Bonny Banerjee,"Institute for Intelligent Systems, and Department of Electrical & Computer Engineering, University of Memphis, Memphis, TN, 38152, USA"
A5066241737,Boris S. Mordukhovich,"Department of Mathematics, Wayne State University, Detroit, MI, 48202, USA"
A5004568246,Bornali Saikia,"Sadiya College, Chapakhowa, 786157, India"
A5100387313,Bowen Li,"School of Mechanical Engineering, Tongji University, No. 4800 Cao’an Road, Jiading District, Shanghai, 201804, China"
A5043486930,Bowen Zhou,"School of Information Science and Engineering, Northeastern University, Shenyang, 110819, China"
A5103089923,Boyang Xu,"Department of Computer Science and Artificial Intelligence, Wenzhou University, Wenzhou, 325035, China"
